"id","gen","sp","ssp","en","lat","lng","type","file","file-name","q","rec_length","species"
"316537","Dendrocygna","autumnalis","","Black-bellied Whistling Duck",30.0237,-93.0578,"call","//www.xeno-canto.org/316537/download","XC316537-Black-bellied_Whistling_761.mp3","A",7,"Dendrocygna autumnalis"
"316535","Dendrocygna","bicolor","","Fulvous Whistling Duck",30.0237,-93.0578,"call","//www.xeno-canto.org/316535/download","XC316535-Fulvous_Whistling_767.mp3","A",20,"Dendrocygna bicolor"
"147332","Dendrocygna","bicolor","","Fulvous Whistling Duck",26.0737,-98.1442,"call","//www.xeno-canto.org/147332/download","XC147332-Fulvous Whistling-Duck -TX, Santa Ana NWR, April 12, <U+200E>2012, 1057 AM.mp3","A",26,"Dendrocygna bicolor"
"147330","Dendrocygna","bicolor","","Fulvous Whistling Duck",26.0737,-98.1442,"call","//www.xeno-canto.org/147330/download","XC147330-Fulvous Whistling-Duck -TX, Santa Ana NWR, April 12, <U+200E>2012, 1021 AM.mp3","A",9,"Dendrocygna bicolor"
"147329","Dendrocygna","bicolor","","Fulvous Whistling Duck",26.0737,-98.1442,"call","//www.xeno-canto.org/147329/download","XC147329-Fulvous Whistling-Duck -TX, Santa Ana NWR, April 12, <U+200E>2012, 1020 AM.mp3","A",16,"Dendrocygna bicolor"
"455506","Anser","caerulescens","","Snow Goose",29.951,-93.079,"flight call","//www.xeno-canto.org/455506/download","XC455506-Snow Goose 8 circling -LA, Cameron Prairie NWR, December 17, 2016, 1203 AM.mp3","A",90,"Anser caerulescens"
"218538","Spatula","clypeata","","Northern Shoveler",35.4426,-94.9857,"flight call","//www.xeno-canto.org/218538/download","XC218538-Northern Shoveler B 511.mp3","A",12,"Spatula clypeata"
"218536","Spatula","clypeata","","Northern Shoveler",35.4426,-94.9857,"call","//www.xeno-canto.org/218536/download","XC218536-Northern Shoveler  510.mp3","A",29,"Spatula clypeata"
"452706","Mareca","strepera","","Gadwall",26.0737,-98.1442,"call, male","//www.xeno-canto.org/452706/download","XC452706-Gadwall etc -TX, Santa Ana NWR, December 17, 2017, 0335 PM.mp3","A",14,"Mareca strepera"
"288925","Ortalis","vetula","","Plain Chachalaca",26.0737,-98.1442,"call","//www.xeno-canto.org/288925/download","XC288925-Plain Chachalaca one, puffed feathers and twitched tail while calling -TX, Santa Ana NWR, May 12, 2015, 0202 PM.mp3","A",96,"Ortalis vetula"
"147483","Ortalis","vetula","","Plain Chachalaca",26.0737,-98.1442,"song","//www.xeno-canto.org/147483/download","XC147483-Plain Chachalaca -TX, Santa Ana NWR, April 12, <U+200E>2012, 0852 AM.mp3","A",8,"Ortalis vetula"
"147482","Ortalis","vetula","","Plain Chachalaca",26.0737,-98.1442,"call","//www.xeno-canto.org/147482/download","XC147482-Plain Chachalaca -TX, Santa Ana NWR, April 12, <U+200E>2012, 0842 AM.mp3","A",118,"Ortalis vetula"
"125810","Ortalis","vetula","","Plain Chachalaca",25.8571,-97.4328,"call","//www.xeno-canto.org/125810/download","XC125810-Plain_Chachalaca_Sabal.mp3","A",21,"Ortalis vetula"
"204147","Callipepla","squamata","","Scaled Quail",37.0117,-102.7445,"call, song","//www.xeno-canto.org/204147/download","XC204147-Scaled Quail2014-5-22-2.mp3","A",69,"Callipepla squamata"
"188771","Callipepla","squamata","","Scaled Quail",37.0117,-102.7445,"call","//www.xeno-canto.org/188771/download","XC188771-Scaled Quail2014-5-22-1.mp3","A",41,"Callipepla squamata"
"188763","Colinus","virginianus","taylori","Northern Bobwhite",37.0175,-102.8263,"call","//www.xeno-canto.org/188763/download","XC188763-Northern Bobwhite2014-5-22-3.mp3","A",76,"Colinus virginianus"
